symbol,interval,open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,price_range,price_change,percent_change,candle_direction
ADAUSDT,1h,2026-01-01 21:00:00+00:00,0.46954997,0.46995044,0.46358752,0.46490316,213824.84015386,2026-01-01 21:59:59+00:00,99904.64492498,7029,88704.42446029,41445.0632705,0.00636292000000005,-0.004646810000000001,-0.9896305605130806,down
ADAUSDT,1h,2026-01-01 22:00:00+00:00,0.46490316,0.46537101,0.46454145,0.46533713,37835.03771568,2026-01-01 22:59:59+00:00,17597.83820422,7524,16449.11794535,7650.81611335,0.0008295599999999514,0.00043397000000000574,0.09334632184474843,up
ADAUSDT,1h,2026-01-01 23:00:00+00:00,0.46533713,0.4659538,0.4642491,0.46506212,124097.91387736,2026-01-01 23:59:59+00:00,57730.30301262,5527,53266.84176704,24779.71482079,0.001704699999999948,-0.00027500999999996445,-0.059099088009582315,down
ADAUSDT,1h,2026-01-02 00:00:00+00:00,0.46506212,0.46556647,0.45941612,0.46082533,125210.66601764,2026-01-02 00:59:59+00:00,57965.49191295,4679,54973.00939726,25449.40964692,0.006150350000000027,-0.004236790000000046,-0.9110159305169909,down
ADAUSDT,1h,2026-01-02 01:00:00+00:00,0.46082533,0.46140258,0.45735255,0.4576195,179193.94264456,2026-01-02 01:59:59+00:00,82289.87508613,4355,82206.28856948,37750.97036118,0.004050029999999982,-0.003205829999999965,-0.6956713946258044,down
ADAUSDT,1h,2026-01-02 02:00:00+00:00,0.4576195,0.45770266,0.45357805,0.45401476,160481.62266896,2026-01-02 02:59:59+00:00,73150.272738,6863,68557.2941149,31249.58907618,0.004124609999999973,-0.003604739999999995,-0.7877155584497592,down
ADAUSDT,1h,2026-01-02 03:00:00+00:00,0.45401476,0.45437389,0.4536722,0.45397418,152365.64796861,2026-01-02 03:59:59+00:00,69173.16131441,6266,76842.68308644,34886.15303934,0.0007016899999999771,-4.058000000001227e-05,-0.008938035406604903,down
ADAUSDT,1h,2026-01-02 04:00:00+00:00,0.45397418,0.45488498,0.45225221,0.45425692,247377.73865899,2026-01-02 04:59:59+00:00,112338.07731966,5258,147724.32251029,67083.9116491,0.0026327700000000065,0.00028274000000000354,0.06228107510431618,up
ADAUSDT,1h,2026-01-02 05:00:00+00:00,0.45425692,0.45704063,0.45374777,0.45630197,118511.64499382,2026-01-02 05:59:59+00:00,53955.91605923,5254,66719.68950749,30376.10326607,0.0032928600000000086,0.0020450499999999927,0.45019677410747927,up
ADAUSDT,1h,2026-01-02 06:00:00+00:00,0.45630197,0.45649958,0.45457221,0.45586112,128760.02237419,2026-01-02 06:59:59+00:00,58725.07004826,2605,59685.33385843,27221.3793308,0.0019273700000000393,-0.00044084999999999264,-0.09661365257747905,down
ADAUSDT,1h,2026-01-02 07:00:00+00:00,0.45586112,0.45802739,0.44941169,0.44957358,65211.95779962,2026-01-02 07:59:59+00:00,29522.58476805,2084,27534.03152856,12465.13380729,0.008615700000000004,-0.006287540000000036,-1.3792665625881926,down
ADAUSDT,1h,2026-01-02 08:00:00+00:00,0.44957358,0.44981551,0.4470136,0.4470745,137087.80113727,2026-01-02 08:59:59+00:00,61459.75712784,5214,69878.99054762,31328.43149986,0.002801909999999963,-0.002499079999999987,-0.5558778609721654,down
ADAUSDT,1h,2026-01-02 09:00:00+00:00,0.4470745,0.45000857,0.4470074,0.44830935,74141.07496359,2026-01-02 09:59:59+00:00,33192.36085543,6947,39167.02570844,17534.76128565,0.0030011699999999975,0.0012348500000000096,0.2762067619602571,up
ADAUSDT,1h,2026-01-02 10:00:00+00:00,0.44830935,0.44902345,0.44819036,0.44901906,122297.48002769,2026-01-02 10:59:59+00:00,54870.5020883,5101,68472.28013896,30721.06137841,0.0008330899999999808,0.00070971000000003,0.15830809685321753,up
ADAUSDT,1h,2026-01-02 11:00:00+00:00,0.44901906,0.44932412,0.44887866,0.44899644,191620.46514559,2026-01-02 11:59:59+00:00,86039.07382632,5374,92570.62347512,41564.92732273,0.0004454600000000086,-2.2620000000028728e-05,-0.00503764806777439,down
ADAUSDT,1h,2026-01-02 12:00:00+00:00,0.44899644,0.44916148,0.44661776,0.44788401,213280.29882247,2026-01-02 12:59:59+00:00,95643.46522752,3943,95469.44189259,42812.33801883,0.002543720000000027,-0.0011124299999999976,-0.24775920272329943,down
ADAUSDT,1h,2026-01-02 13:00:00+00:00,0.44788401,0.45232438,0.44761218,0.45033282,126050.19287942,2026-01-02 13:59:59+00:00,56610.20273555,5018,53763.75242079,24145.75380521,0.0047122,0.0024488100000000235,0.5467509322335539,up
ADAUSDT,1h,2026-01-02 14:00:00+00:00,0.45033282,0.4522868,0.45017835,0.45080742,109890.80352804,2026-01-02 14:59:59+00:00,49513.51248072,5185,64393.34290572,29013.71620987,0.002108449999999984,0.0004745999999999917,0.1053887211684886,up
ADAUSDT,1h,2026-01-02 15:00:00+00:00,0.45080742,0.45443467,0.44992304,0.45327205,157034.00416058,2026-01-02 15:59:59+00:00,70985.6090836,4405,74074.87756218,33484.78776716,0.004511629999999989,0.0024646299999999677,0.5467146037658315,up
ADAUSDT,1h,2026-01-02 16:00:00+00:00,0.45327205,0.45486015,0.45176141,0.4543578,159435.00888335,2026-01-02 16:59:59+00:00,72353.98658573,6092,70775.1655359,32118.82643375,0.0030987400000000442,0.0010857499999999964,0.2395360578707636,up
ADAUSDT,1h,2026-01-02 17:00:00+00:00,0.4543578,0.45837674,0.45361137,0.4578761,215947.7391537,2026-01-02 17:59:59+00:00,98497.42487318,2402,122435.8233773,55845.05474405,0.004765369999999991,0.0035183000000000297,0.7743456808708973,up
ADAUSDT,1h,2026-01-02 18:00:00+00:00,0.4578761,0.45810165,0.45431035,0.45513357,134664.04210874,2026-01-02 18:59:59+00:00,61474.7867241,1830,53888.64744072,24600.4282687,0.003791300000000053,-0.002742530000000021,-0.5989677120076852,down
ADAUSDT,1h,2026-01-02 19:00:00+00:00,0.45513357,0.45969245,0.45477997,0.4578147,82574.557139,2026-01-02 19:59:59+00:00,37693.14975964,5065,45340.47325724,20696.75342953,0.004912479999999997,0.0026811300000000315,0.589086408194419,up
ADAUSDT,1h,2026-01-02 20:00:00+00:00,0.4578147,0.46070781,0.45697448,0.45984403,154322.0457746,2026-01-02 20:59:59+00:00,70807.48682376,4452,83983.61060918,38534.14702853,0.003733329999999979,0.002029329999999996,0.4432644910702946,up
ADAUSDT,1h,2026-01-02 21:00:00+00:00,0.45984403,0.46151272,0.45762823,0.45864938,214925.28313033,2026-01-02 21:59:59+00:00,98703.72889713,6606,112797.97771994,51802.10001753,0.0038844899999999627,-0.0011946500000000193,-0.25979460905473084,down
ADAUSDT,1h,2026-01-02 22:00:00+00:00,0.45864938,0.45954046,0.45681869,0.45734369,149765.36341461,2026-01-02 22:59:59+00:00,68592.01797868,5314,68392.53478635,31323.54416745,0.0027217699999999567,-0.0013056899999999705,-0.2846815142320634,down
ADAUSDT,1h,2026-01-02 23:00:00+00:00,0.45734369,0.45740255,0.45326842,0.45357746,81102.04181472,2026-01-02 23:59:59+00:00,36938.78256138,3875,34475.7770923,15702.35724221,0.004134130000000014,-0.003766230000000037,-0.8235010304832316,down
ADAUSDT,1h,2026-01-03 00:00:00+00:00,0.45357746,0.45411851,0.45159446,0.45284921,90113.86729834,2026-01-03 00:59:59+00:00,40840.80624653,4283,48283.1326918,21882.55954783,0.00252405,-0.0007282499999999859,-0.16055692009033823,down
ADAUSDT,1h,2026-01-03 01:00:00+00:00,0.45284921,0.4575555,0.45083215,0.45643716,196906.83742757,2026-01-03 01:59:59+00:00,89522.35236674,6291,80328.75775293,36520.92253722,0.006723350000000017,0.0035879500000000064,0.7923056772032364,up
ADAUSDT,1h,2026-01-03 02:00:00+00:00,0.45643716,0.45750449,0.45226382,0.45353852,124708.77111969,2026-01-03 02:59:59+00:00,56740.97445103,5326,53373.31195062,24284.20793956,0.005240670000000003,-0.002898640000000008,-0.6350578467362316,down
ADAUSDT,1h,2026-01-03 03:00:00+00:00,0.45353852,0.45468285,0.45327566,0.45345803,166172.56880574,2026-01-03 03:59:59+00:00,75358.97274798,4700,69757.92863627,31635.10006999,0.0014071900000000026,-8.048999999998863e-05,-0.017747114401658458,down
ADAUSDT,1h,2026-01-03 05:00:00+00:00,0.44794745,0.44985059,0.44754846,0.44948362,245275.42295972,2026-01-03 05:59:59+00:00,110058.89322237,3495,133725.26599921,60004.60459569,0.0023021300000000133,0.0015361699999999479,0.34293531529199417,up
ADAUSDT,1h,2026-01-03 06:00:00+00:00,0.44948362,0.45422226,0.4489612,0.45296563,177785.86473837,2026-01-03 06:59:59+00:00,80221.36056712,3555,93570.01997515,42221.09739571,0.005261059999999984,0.0034820100000000354,0.7746689412174876,up
ADAUSDT,1h,2026-01-03 07:00:00+00:00,0.45296563,0.45297104,0.45248926,0.45268114,128772.60786469,2026-01-03 07:59:59+00:00,58311.24835591,4140,54609.35702834,24728.39397322,0.0004817799999999872,-0.0002844900000000261,-0.0628060897247383,down
ADAUSDT,1h,2026-01-03 08:00:00+00:00,0.45268114,0.45372333,0.45142829,0.45240099,119860.92961204,2026-01-03 08:59:59+00:00,54241.99283813,4070,61335.43429675,27756.80280986,0.0022950399999999704,-0.000280149999999979,-0.06188682833130159,down
ADAUSDT,1h,2026-01-03 09:00:00+00:00,0.45240099,0.45395184,0.44885684,0.44995134,209871.45409242,2026-01-03 09:59:59+00:00,94688.99764932,5738,97805.47902751,44127.50087322,0.005095000000000016,-0.0024496500000000254,-0.5414775949097781,down
ADAUSDT,1h,2026-01-03 10:00:00+00:00,0.44995134,0.454155,0.44983997,0.45394625,87024.27109382,2026-01-03 10:59:59+00:00,39330.51445423,3216,37531.34071856,16962.24421146,0.0043150299999999975,0.003994910000000018,0.887853784366998,up
ADAUSDT,1h,2026-01-03 11:00:00+00:00,0.45394625,0.45415748,0.45290581,0.45357176,213010.40869071,2026-01-03 11:59:59+00:00,96655.39079069,5749,92222.53749809,41846.80671887,0.0012516699999999825,-0.0003744900000000051,-0.08249655107846031,down
ADAUSDT,1h,2026-01-03 12:00:00+00:00,0.45357176,0.45387613,0.45201714,0.45254944,209798.91323992,2026-01-03 12:59:59+00:00,95051.62085723,4807,118858.77407156,53850.22712527,0.0018589900000000048,-0.0010223199999999655,-0.22539322112998514,down
ADAUSDT,1h,2026-01-03 13:00:00+00:00,0.45254944,0.45380024,0.45205766,0.45313163,265142.00166253,2026-01-03 13:59:59+00:00,120067.04527218,4820,106379.19991769,48172.81355819,0.001742580000000049,0.0005821899999999824,0.1286467175829413,up
ADAUSDT,1h,2026-01-03 14:00:00+00:00,0.45313163,0.45370611,0.45249808,0.45324187,153878.70411629,2026-01-03 14:59:59+00:00,69735.78936803,3597,87428.92785332,39621.6314172,0.001208029999999971,0.00011023999999998368,0.024328471618717873,up
ADAUSDT,1h,2026-01-03 15:00:00+00:00,0.45324187,0.45384765,0.45199203,0.45306503,223374.12991395,2026-01-03 15:59:59+00:00,101222.75697483,6931,105030.77530333,47595.05788563,0.0018556200000000023,-0.00017684000000001143,-0.03901669543460568,down
ADAUSDT,1h,2026-01-03 17:00:00+00:00,0.45120815,0.4512821,0.4478319,0.44839477,128591.94190499,2026-01-03 17:59:59+00:00,57840.84295089,5615,66259.33967395,29803.54758887,0.0034502000000000144,-0.0028133799999999765,-0.6235215387842565,down
ADAUSDT,1h,2026-01-03 18:00:00+00:00,0.44839477,0.44990941,0.44736097,0.44925462,138960.6554281,2026-01-03 18:59:59+00:00,62368.97344799,1987,65801.81177307,29533.47793777,0.002548439999999985,0.0008598499999999953,0.19176182630319158,up
ADAUSDT,1h,2026-01-03 19:00:00+00:00,0.44925462,0.45122627,0.44795155,0.44817898,158131.2455804,2026-01-03 19:59:59+00:00,70956.14615369,2326,79952.74329658,35876.13894976,0.0032747200000000087,-0.0010756399999999888,-0.23942769915198397,down
ADAUSDT,1h,2026-01-03 20:00:00+00:00,0.44817898,0.45031154,0.44795201,0.44978361,155036.42909444,2026-01-03 20:59:59+00:00,69608.45682994,5765,88062.28488191,39538.31877677,0.0023595299999999986,0.0016046299999999958,0.3580333017849244,up
ADAUSDT,1h,2026-01-03 21:00:00+00:00,0.44978361,0.45401515,0.44923456,0.4529823,115458.31669916,2026-01-03 21:59:59+00:00,52115.91612955,3302,64296.76158713,29022.46221905,0.0047805899999999735,0.003198690000000004,0.7111619740879407,up
ADAUSDT,1h,2026-01-03 22:00:00+00:00,0.4529823,0.45827395,0.45195522,0.45763984,145206.90119315,2026-01-03 22:59:59+00:00,66114.30942862,5570,73122.64773396,33293.55091803,0.006318729999999995,0.0046575400000000156,1.0281946998812128,up
ADAUSDT,1h,2026-01-03 23:00:00+00:00,0.45763984,0.45823233,0.45558857,0.45563304,88980.67096963,2026-01-03 23:59:59+00:00,40631.8170018,5295,46273.40496694,21130.12300512,0.002643759999999995,-0.0020068000000000308,-0.4385107730131255,down
ADAUSDT,1h,2026-01-04 00:00:00+00:00,0.45563304,0.45760095,0.45440442,0.45746581,148539.47673848,2026-01-04 00:59:59+00:00,67815.61310328,4432,60870.21723418,27790.2628453,0.0031965300000000307,0.0018327699999999836,0.4022469485531566,up
ADAUSDT,1h,2026-01-04 01:00:00+00:00,0.45746581,0.46090916,0.45658847,0.45926774,245132.95511245,2026-01-04 01:59:59+00:00,112360.80305447,5078,99817.97346502,45753.24298055,0.00432068999999996,0.0018019300000000071,0.39389391744926405,up
ADAUSDT,1h,2026-01-04 02:00:00+00:00,0.45926774,0.45971554,0.45645415,0.45655718,176440.74238662,2026-01-04 02:59:59+00:00,80794.41453597,5794,93749.67438493,42929.1440991,0.003261389999999975,-0.002710559999999973,-0.5901916820894002,down
ADAUSDT,1h,2026-01-04 03:00:00+00:00,0.45655718,0.46036837,0.45581083,0.46008301,170448.74450978,2026-01-04 03:59:59+00:00,78120.08483328,6543,100012.12934913,45837.56865785,0.004557540000000027,0.0035258300000000076,0.7722647139182013,up
ADAUSDT,1h,2026-01-04 04:00:00+00:00,0.46008301,0.46511527,0.45888007,0.46353315,69171.85716393,2026-01-04 04:59:59+00:00,31944.12256669,3789,35316.80708031,16309.58687958,0.006235200000000052,0.0034501399999999904,0.7498951113191488,up
ADAUSDT,1h,2026-01-04 05:00:00+00:00,0.46353315,0.47195345,0.46280095,0.47130832,172336.71867636,2026-01-04 05:59:59+00:00,80553.75546135,5239,95058.08643041,44432.12048918,0.009152500000000008,0.007775169999999998,1.6773708633352324,up
ADAUSDT,1h,2026-01-04 06:00:00+00:00,0.47130832,0.47161168,0.46804911,0.46840545,107023.39918852,2026-01-04 06:59:59+00:00,50285.68096096,5751,52477.27690943,24656.80986005,0.003562569999999987,-0.002902870000000002,-0.6159174104968064,down
ADAUSDT,1h,2026-01-04 07:00:00+00:00,0.46840545,0.4695462,0.46396053,0.46425466,103930.62990827,2026-01-04 07:59:59+00:00,48465.97647772,4649,42708.39193463,19916.20680767,0.0055856700000000425,-0.004150790000000015,-0.8861532247329776,down
ADAUSDT,1h,2026-01-04 08:00:00+00:00,0.46425466,0.46583383,0.45818655,0.45881603,113281.84612482,2026-01-04 08:59:59+00:00,52283.5762588,4441,50305.72323763,23217.86947443,0.0076472799999999785,-0.00543863,-1.1714755862655208,down
ADAUSDT,1h,2026-01-04 10:00:00+00:00,0.46241571,0.46382936,0.45843389,0.45938436,132824.87936255,2026-01-04 10:59:59+00:00,61218.99163303,4142,68849.2181729,31732.60711017,0.005395470000000013,-0.0030313499999999882,-0.655546499490683,down
ADAUSDT,1h,2026-01-04 11:00:00+00:00,0.45938436,0.45996696,0.45907517,0.45966474,127623.43259274,2026-01-04 11:59:59+00:00,58646.10035163,4699,64101.32321089,29456.1316627,0.0008917900000000034,0.0002803800000000245,0.06103385844481613,up
ADAUSDT,1h,2026-01-04 12:00:00+00:00,0.45966474,0.46308382,0.45923895,0.46298368,210214.65870362,2026-01-04 12:59:59+00:00,96977.11139487,7024,92463.84419566,42655.80989384,0.0038448700000000002,0.0033189399999999925,0.7220349335474355,up
ADAUSDT,1h,2026-01-04 13:00:00+00:00,0.46298368,0.4632415,0.45719779,0.45820026,134060.36209031,2026-01-04 13:59:59+00:00,61747.12603693,4702,65483.71833579,30161.27471536,0.00604370999999998,-0.004783419999999983,-1.0331724867710204,down
ADAUSDT,1h,2026-01-04 14:00:00+00:00,0.45820026,0.46333906,0.45760809,0.46126208,145877.77362663,2026-01-04 14:59:59+00:00,67064.55927324,4515,76062.69566665,34968.39192978,0.005730970000000002,0.003061819999999993,0.6682274689237393,up
ADAUSDT,1h,2026-01-04 15:00:00+00:00,0.46126208,0.47005566,0.45851899,0.46810913,141386.00907036,2026-01-04 15:59:59+00:00,65700.04335127,4378,67395.31892006,31317.63463609,0.011536669999999971,0.006847049999999966,1.484416408129618,up
ADAUSDT,1h,2026-01-04 16:00:00+00:00,0.46810913,0.47093324,0.46684966,0.47057341,142496.47728922,2026-01-04 16:59:59+00:00,66879.47762679,2282,60447.72605043,28370.61251539,0.0040835799999999756,0.002464280000000041,0.5264327999755187,up
ADAUSDT,1h,2026-01-04 17:00:00+00:00,0.47057341,0.47160969,0.46900822,0.46917732,133788.65569876,2026-01-04 17:59:59+00:00,62863.99306093,8042,65500.03145903,30776.85100897,0.00260147000000005,-0.0013960900000000165,-0.2966784714843995,down
ADAUSDT,1h,2026-01-04 18:00:00+00:00,0.46917732,0.47205361,0.46818684,0.47184841,212138.30747519,2026-01-04 18:59:59+00:00,99813.80316949,6016,103944.92214455,48907.42328854,0.0038667700000000194,0.002671089999999987,0.5693135380030703,up
ADAUSDT,1h,2026-01-04 19:00:00+00:00,0.47184841,0.47714507,0.47075116,0.47638538,223878.14834225,2026-01-04 19:59:59+00:00,106144.41269099,3464,124010.57689551,58795.50974274,0.006393910000000003,0.004536970000000029,0.9615312680612889,up
ADAUSDT,1h,2026-01-04 20:00:00+00:00,0.47638538,0.47723407,0.46808611,0.46898336,136524.27639875,2026-01-04 20:59:59+00:00,64532.8915042,5850,58176.67810041,27499.20640461,0.00914796000000001,-0.007402020000000009,-1.553788237581936,down
ADAUSDT,1h,2026-01-04 21:00:00+00:00,0.46898336,0.47155137,0.46853109,0.46988148,166297.08336873,2026-01-04 21:59:59+00:00,78065.24207509,5125,78480.18630633,36841.1436809,0.003020280000000042,0.0008981200000000022,0.19150359620435195,up
ADAUSDT,1h,2026-01-04 22:00:00+00:00,0.46988148,0.47112456,0.46917567,0.47047961,53026.45324055,2026-01-04 22:59:59+00:00,24932.00656408,3307,24346.68404039,11447.33711597,0.0019488900000000364,0.0005981299999999745,0.1272938018327461,up
ADAUSDT,1h,2026-01-04 23:00:00+00:00,0.47047961,0.47081428,0.46815347,0.47002877,246899.24160652,2026-01-04 23:59:59+00:00,116105.40300955,2630,102123.14999292,48023.83923653,0.002660809999999958,-0.0004508400000000079,-0.0958256193079245,down
ADAUSDT,1h,2026-01-05 00:00:00+00:00,0.47002877,0.47552686,0.46863936,0.47437321,143780.62179733,2026-01-05 00:59:59+00:00,67893.35210414,922,66344.68655469,31328.02674095,0.006887499999999991,0.004344440000000005,0.9242923576784471,up
ADAUSDT,1h,2026-01-05 01:00:00+00:00,0.47437321,0.4777341,0.47418923,0.4776393,137687.77868237,2026-01-05 01:59:59+00:00,65540.243654,6736,78934.2969017,37573.21892402,0.0035448699999999778,0.0032660899999999993,0.6885064188173694,up
ADAUSDT,1h,2026-01-05 02:00:00+00:00,0.4776393,0.48149006,0.47704177,0.48100302,117722.51552781,2026-01-05 02:59:59+00:00,56426.89242099,5364,54762.10746624,26248.63674455,0.004448290000000021,0.0033637200000000145,0.7042385331357814,up
ADAUSDT,1h,2026-01-05 03:00:00+00:00,0.48100302,0.48208817,0.47717032,0.47763471,160555.95419473,2026-01-05 03:59:59+00:00,76957.49792001,7007,72424.87078101,34714.60694461,0.004917850000000001,-0.0033683099999999855,-0.7002679525795878,down
ADAUSDT,1h,2026-01-05 04:00:00+00:00,0.47763471,0.47773819,0.47612365,0.4768706,161282.11162667,2026-01-05 04:59:59+00:00,76972.31655321,5494,93725.59757692,44730.79061942,0.0016145399999999976,-0.00076411000000004,-0.15997790445339283,down
ADAUSDT,1h,2026-01-05 05:00:00+00:00,0.4768706,0.47700792,0.47661812,0.47685747,60558.4674522,2026-01-05 05:59:59+00:00,28878.15528754,3978,27742.83729619,13229.56140178,0.0003897999999999957,-1.312999999997233e-05,-0.0027533674753638265,down
ADAUSDT,1h,2026-01-05 06:00:00+00:00,0.47685747,0.47720486,0.47481647,0.47537154,164721.35692224,2026-01-05 06:59:59+00:00,78426.22753862,2253,97206.20917727,46281.28629794,0.002388390000000018,-0.0014859300000000242,-0.3116088335577556,down
ADAUSDT,1h,2026-01-05 07:00:00+00:00,0.47537154,0.47597428,0.47496703,0.47508335,220124.37004814,2026-01-05 07:59:59+00:00,104609.14178676,5905,128397.60338787,61018.06490097,0.001007250000000015,-0.000288189999999966,-0.06062415936805261,down
ADAUSDT,1h,2026-01-05 08:00:00+00:00,0.47508335,0.47525505,0.47276951,0.47477146,114210.19489665,2026-01-05 08:59:59+00:00,54241.55120604,6206,55918.76994552,26557.35616355,0.0024855400000000083,-0.00031189000000003686,-0.06564953286618797,down
ADAUSDT,1h,2026-01-05 09:00:00+00:00,0.47477146,0.47538419,0.46913589,0.47049817,129894.06291258,2026-01-05 09:59:59+00:00,61392.45632516,7218,77724.52720394,36735.31749464,0.006248299999999984,-0.004273289999999985,-0.9000730583089357,down
ADAUSDT,1h,2026-01-05 10:00:00+00:00,0.47049817,0.47755143,0.47017284,0.47604447,142363.89069195,2026-01-05 10:59:59+00:00,67376.74611326,5455,77783.86373376,36812.87167009,0.007378590000000018,0.005546300000000004,1.1788143618071891,up
ADAUSDT,1h,2026-01-05 11:00:00+00:00,0.47604447,0.47898667,0.47506148,0.47754673,66768.62415528,2026-01-05 11:59:59+00:00,31834.98615528,4477,27874.05591999,13290.22719175,0.003925190000000023,0.0015022599999999775,0.31557135828087185,up
ADAUSDT,1h,2026-01-05 12:00:00+00:00,0.47754673,0.47841223,0.47562424,0.47609868,178826.96760678,2026-01-05 12:59:59+00:00,85268.7586897,6185,89036.88984654,42454.81079509,0.002787990000000018,-0.0014480499999999785,-0.30322686954635386,down
