symbol,interval,open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
BTCUSDT,1h,2026-01-02T17:00:00+00:00,59308.37824461,59724.22456907,59238.26611182,59621.49239432,533.90477134,2026-01-02T17:59:59+00:00,31748612.69420599,4183.0,270.35068553,16076386.02838022
BTCUSDT,1h,2026-01-02T18:00:00+00:00,59621.49239432,59624.90244889,59482.27841253,59552.73188806,436.86606802,2026-01-02T18:59:59+00:00,26031587.38601468,7507.0,189.80491331,11309926.65434122
BTCUSDT,1h,2026-01-02T19:00:00+00:00,59552.73188806,59757.38773165,59520.99551603,59568.54976787,306.23724565,2026-01-02T19:59:59+00:00,18239686.59653146,4567.0,154.24243467,9186778.25209637
BTCUSDT,1h,2026-01-02T20:00:00+00:00,59568.54976787,59639.7753849,58861.33564538,58980.17014879,505.33830509,2026-01-02T20:59:59+00:00,29953604.59672982,5010.0,280.18594498,16607842.55820353
BTCUSDT,1h,2026-01-02T21:00:00+00:00,58980.17014879,59417.19639015,58972.82931177,59265.12781429,425.21095286,2026-01-02T21:59:59+00:00,25139597.90876368,1915.0,207.7791955,12284456.44115392
BTCUSDT,1h,2026-01-02T22:00:00+00:00,59265.12781429,59356.50996083,58763.67969641,58944.25742755,393.88510475,2026-01-02T22:59:59+00:00,23280458.04396231,3348.0,195.21231894,11537964.10667216
BTCUSDT,1h,2026-01-02T23:00:00+00:00,58944.25742755,59243.94668649,58878.5932023,59073.0433092,617.00991049,2026-01-02T23:59:59+00:00,36408922.08174162,2659.0,278.83816783,16453863.95460696
BTCUSDT,1h,2026-01-03T00:00:00+00:00,59073.0433092,59176.42860147,58248.70963388,58282.63295236,352.08366942,2026-01-03T00:59:59+00:00,20659508.56275419,6091.0,145.94192716,8563556.77851121
BTCUSDT,1h,2026-01-03T01:00:00+00:00,58282.63295236,58546.73274679,58237.28633503,58544.05047333,304.33993865,2026-01-03T01:59:59+00:00,17777512.83296616,2856.0,176.33616937,10300384.91758889
BTCUSDT,1h,2026-01-03T02:00:00+00:00,58544.05047333,59013.12136857,58509.28724065,58858.97851438,350.74560746,2026-01-03T02:59:59+00:00,20589298.35985949,7716.0,155.7021364,9139951.21685881
BTCUSDT,1h,2026-01-03T03:00:00+00:00,58858.97851438,58972.38154673,58203.57107977,58238.08720218,38.26028481,2026-01-03T03:59:59+00:00,2240083.54250691,5339.0,21.67402795,1268982.53783403
BTCUSDT,1h,2026-01-03T04:00:00+00:00,58238.08720218,58539.66793123,58132.58677221,58434.18538623,397.33632791,2026-01-03T04:59:59+00:00,23179066.17962999,5409.0,216.32188337,12619382.87173452
BTCUSDT,1h,2026-01-03T05:00:00+00:00,58434.18538623,58871.71205913,58416.04922775,,386.46952705,2026-01-03T05:59:59+00:00,22638951.07110898,5097.0,180.21057731,10556533.32693588
BTCUSDT,1h,2026-01-03T06:00:00+00:00,58723.56955411,58822.41354655,58111.42136587,58423.01230235,547.8562592,2026-01-03T06:59:59+00:00,32089744.05678526,5892.0,230.62333499,13508367.6952319
BTCUSDT,1h,2026-01-03T07:00:00+00:00,58423.01230235,58426.25494332,57481.55734805,57514.09550625,425.87096117,2026-01-03T07:59:59+00:00,24687123.76879389,3906.0,181.38317458,10514520.33302047
BTCUSDT,1h,2026-01-03T08:00:00+00:00,57514.09550625,57632.94875751,56806.24418649,56843.17916462,322.26246774,2026-01-03T08:59:59+00:00,18426528.76957786,6855.0,165.68125284,9473428.26953793
BTCUSDT,1h,2026-01-03T09:00:00+00:00,56843.17916462,57475.52151695,56796.32869012,57460.27083271,583.14864239,2026-01-03T09:59:59+00:00,33327950.84293419,5755.0,282.86406794,16166169.42283409
BTCUSDT,1h,2026-01-03T10:00:00+00:00,57460.27083271,58312.06052063,57323.02943562,58191.3266213,243.51912767,2026-01-03T10:59:59+00:00,14081688.06266533,7384.0,100.65242338,5820306.77587538
BTCUSDT,1h,2026-01-03T11:00:00+00:00,58191.3266213,58620.47205748,58094.14490898,58536.68590291,325.66238915,2026-01-03T11:59:59+00:00,19006961.71982937,6505.0,190.62122226,11125418.20978845
BTCUSDT,1h,2026-01-03T12:00:00+00:00,58536.68590291,58597.88657107,58430.8491036,58515.99588337,393.03399283,2026-01-03T12:59:59+00:00,23002841.4469672,5641.0,161.17378541,9432911.90820967
BTCUSDT,1h,2026-01-03T13:00:00+00:00,58515.99588337,58678.52275995,58419.39657085,58648.24980069,338.20330598,2026-01-03T13:59:59+00:00,19812667.61647406,7223.0,154.89446497,9074046.57462744
BTCUSDT,1h,2026-01-03T14:00:00+00:00,58648.24980069,58648.29067237,58415.18440413,58427.99225163,427.47608024,2026-01-03T14:59:59+00:00,25023646.5207716,4999.0,233.66529786,13678327.48557302
BTCUSDT,1h,2026-01-03T15:00:00+00:00,58427.99225163,58561.59970821,58404.1128595,58489.64631159,125.76686863,2026-01-03T15:59:59+00:00,7352182.64461825,5516.0,52.98008184,3097153.02991827
BTCUSDT,1h,2026-01-03T16:00:00+00:00,58489.64631159,58759.59098113,58267.83565439,58646.3213538,415.54412624,2026-01-03T16:59:59+00:00,24337581.66739366,3697.0,223.37505822,13082626.79864692
BTCUSDT,1h,2026-01-03T17:00:00+00:00,58646.3213538,59013.93458429,58634.49027472,58906.66173945,503.0693695,2026-01-03T17:59:59+00:00,29568652.54397875,3093.0,265.21585234,15588457.30310365
BTCUSDT,1h,2026-01-03T18:00:00+00:00,58906.66173945,58968.0305412,58578.59199836,58636.86111701,429.89305387,2026-01-03T18:59:59+00:00,25265572.0018874,7077.0,193.932828,11397773.90010822
BTCUSDT,1h,2026-01-03T19:00:00+00:00,58636.86111701,58911.080244,58594.72777981,58885.42366657,542.60926681,2026-01-03T19:59:59+00:00,31884340.38990146,2621.0,289.81230817,17029702.30729806
BTCUSDT,1h,2026-01-03T20:00:00+00:00,58885.42366657,58971.3780472,58798.09837181,58832.97965066,539.15676447,2026-01-03T20:59:59+00:00,31734336.72570856,5834.0,244.04856184,14364503.5160441
BTCUSDT,1h,2026-01-03T21:00:00+00:00,58832.97965066,59461.85271995,58757.91853257,59153.59119781,320.52880278,2026-01-03T21:59:59+00:00,18909047.14920159,4694.0,190.11632385,11215586.55677239
BTCUSDT,1h,2026-01-03T22:00:00+00:00,59153.59119781,59257.00832554,58916.01685969,59031.77226497,409.05478353,2026-01-03T22:59:59+00:00,24172144.13399925,3366.0,180.06428393,10640481.42124097
BTCUSDT,1h,2026-01-03T23:00:00+00:00,59031.77226497,59109.96631427,59031.42232806,59098.19590782,403.52600831,2026-01-03T23:59:59+00:00,23834257.25944749,5604.0,193.65303289,11438113.30591683
BTCUSDT,1h,2026-01-04T00:00:00+00:00,59098.19590782,59177.79032336,59069.43161209,59171.25668308,492.28544925,2026-01-04T00:59:59+00:00,29111165.30078856,3524.0,270.81022596,16014288.59037591
BTCUSDT,1h,2026-01-04T01:00:00+00:00,59171.25668308,59274.30379257,58791.68071614,58948.05669777,496.4691596,2026-01-04T01:59:59+00:00,29321298.12347916,4042.0,230.9708333,13641058.12022492
BTCUSDT,1h,2026-01-04T02:00:00+00:00,58948.05669777,59154.83275273,58920.69141701,59148.38404152,234.72341757,2026-01-04T02:59:59+00:00,13860000.08687322,7558.0,135.76131864,8016464.2607417
BTCUSDT,1h,2026-01-04T03:00:00+00:00,59148.38404152,59466.00589644,59010.30122803,59331.49649428,433.81152287,2026-01-04T03:59:59+00:00,25698968.7026269,4290.0,218.96699819,12971591.893625
BTCUSDT,1h,2026-01-04T04:00:00+00:00,59331.49649428,59337.68164605,58582.0942588,58656.04116017,192.44368467,2026-01-04T04:59:59+00:00,11352978.24593924,2444.0,103.2612541,6091770.55321406
BTCUSDT,1h,2026-01-04T05:00:00+00:00,58656.04116017,58685.60512385,58202.22180948,58281.19796345,472.45543501,2026-01-04T05:59:59+00:00,27623817.08936043,5145.0,223.06581554,13042350.30609685
BTCUSDT,1h,2026-01-04T06:00:00+00:00,58281.19796345,58943.59572602,58128.28230699,58806.65676042,346.34752999,2026-01-04T06:59:59+00:00,20276544.63778783,3515.0,172.43218747,10094857.45836906
BTCUSDT,1h,2026-01-04T07:00:00+00:00,58806.65676042,59016.87216201,58422.43325022,58426.78323806,406.66991427,2026-01-04T07:59:59+00:00,23837656.49665789,3344.0,206.19789822,12086644.46440003
BTCUSDT,1h,2026-01-04T08:00:00+00:00,58426.78323806,58463.15493758,58349.48323152,58356.86111397,315.19780524,2026-01-04T08:59:59+00:00,18404974.19402215,5981.0,172.05608275,10046668.18839111
BTCUSDT,1h,2026-01-04T09:00:00+00:00,58356.86111397,58534.20070484,58172.86764496,58480.90520871,549.53603537,2026-01-04T09:59:59+00:00,32103281.44299673,4751.0,261.86056774,15297601.91111101
BTCUSDT,1h,2026-01-04T10:00:00+00:00,58480.90520871,58504.24172466,57936.05156722,57953.14070443,239.5370034,2026-01-04T10:59:59+00:00,13945131.2260016,4649.0,102.8775534,5989224.8878549
BTCUSDT,1h,2026-01-04T11:00:00+00:00,57953.14070443,57957.87198087,57653.31110127,57844.01690585,355.06138595,2026-01-04T11:59:59+00:00,20557549.63521773,6708.0,142.91002161,8274287.148455
BTCUSDT,1h,2026-01-04T12:00:00+00:00,57844.01690585,58133.12225163,57760.42520096,58098.92195885,242.36796474,2026-01-04T12:59:59+00:00,14050427.05914271,4477.0,121.98552687,7071680.24218001
BTCUSDT,1h,2026-01-04T13:00:00+00:00,58098.92195885,58225.9492948,57812.27639678,57840.82564647,598.92800975,2026-01-04T13:59:59+00:00,34719781.14215655,7008.0,263.43848867,15271495.94272064
BTCUSDT,1h,2026-01-04T14:00:00+00:00,57840.82564647,58685.16923308,57713.37812939,58647.46145259,423.14866234,2026-01-04T14:59:59+00:00,24645931.43214899,6562.0,207.29638026,12073800.12888635
BTCUSDT,1h,2026-01-04T15:00:00+00:00,58647.46145259,58656.87681033,57732.60130701,57811.41072509,487.62525874,2026-01-04T15:59:59+00:00,28394143.83916604,4677.0,251.75822625,14659739.54518094
BTCUSDT,1h,2026-01-04T16:00:00+00:00,57811.41072509,58187.30664996,57752.43593589,58077.26470283,389.13335783,2026-01-04T16:59:59+00:00,22548074.70212382,5712.0,224.67487316,13018636.725946
BTCUSDT,1h,2026-01-04T17:00:00+00:00,58077.26470283,58101.61901754,57621.42434876,57701.5746669,521.3773066,2026-01-04T17:59:59+00:00,30182229.71602613,4031.0,211.14054148,12222803.41819902
BTCUSDT,1h,2026-01-04T18:00:00+00:00,57701.5746669,58107.27980136,57608.37023901,58104.23023841,439.86628577,2026-01-04T18:59:59+00:00,,5814.0,203.75292947,11797885.9997418
BTCUSDT,1h,2026-01-04T19:00:00+00:00,58104.23023841,58355.47874579,58098.44262663,58351.77832126,409.3280656,2026-01-04T19:59:59+00:00,23834356.35551891,2323.0,173.55848476,10105964.19338932
BTCUSDT,1h,2026-01-04T20:00:00+00:00,58351.77832126,58929.84769914,58273.10898547,58846.87974551,349.49812434,2026-01-04T20:59:59+00:00,20480355.58463437,4028.0,209.61447121,12283267.36860522
BTCUSDT,1h,2026-01-04T21:00:00+00:00,58846.87974551,59195.34035212,58787.71291074,59100.62683426,319.86350688,2026-01-04T21:59:59+00:00,18863551.541139,5490.0,131.03324329,7727522.16262198
BTCUSDT,1h,2026-01-04T22:00:00+00:00,59100.62683426,59775.62286968,59039.18141262,59640.64145839,687.92860245,2026-01-04T22:59:59+00:00,40842757.3748557,5004.0,345.4726518,20510930.4176521
BTCUSDT,1h,2026-01-04T23:00:00+00:00,59640.64145839,59964.6496482,59533.45718054,59921.89406972,653.01207476,2026-01-04T23:59:59+00:00,39037889.69457931,4209.0,367.24906289,21954614.56456863
BTCUSDT,1h,2026-01-05T00:00:00+00:00,59921.89406972,60116.1682459,59241.09360292,59380.72810881,351.96523541,2026-01-05T00:59:59+00:00,20995187.74995924,4915.0,192.33861596,11473250.61484495
BTCUSDT,1h,2026-01-05T01:00:00+00:00,59380.72810881,59569.85557194,59209.08660226,59269.29620723,346.35242414,2026-01-05T01:59:59+00:00,20547361.77315309,4093.0,141.93362361,8420213.94632308
BTCUSDT,1h,2026-01-05T02:00:00+00:00,59269.29620723,59463.13037996,59162.17128542,59435.58562023,427.79183158,2026-01-05T02:59:59+00:00,25390489.40701385,4321.0,254.64703852,15113923.30785405
BTCUSDT,1h,2026-01-05T03:00:00+00:00,59435.58562023,60005.17592504,59262.2822494,59993.98360369,359.15076646,2026-01-05T03:59:59+00:00,21446610.66239491,6696.0,171.98780451,10270214.70219717
BTCUSDT,1h,2026-01-05T04:00:00+00:00,59993.98360369,60162.05644622,59925.72747523,60100.0902052,665.28336542,2026-01-05T04:59:59+00:00,39948294.79500783,4013.0,386.69720558,23220021.37418462
BTCUSDT,1h,2026-01-05T05:00:00+00:00,60100.0902052,60236.1659288,60097.17965648,60104.76070953,459.44209095,2026-01-05T05:59:59+00:00,27613584.02310591,5703.0,192.11244904,11546424.1475852
BTCUSDT,1h,2026-01-05T06:00:00+00:00,60104.76070953,60148.77222761,60012.34002341,60018.67571134,502.71973604,2026-01-05T06:59:59+00:00,30194211.12490257,2350.0,276.46142934,16604748.46504204
BTCUSDT,1h,2026-01-05T07:00:00+00:00,60018.67571134,60124.58502404,59635.66190794,59699.96241016,290.49812194,2026-01-05T07:59:59+00:00,17389019.76763094,4794.0,135.84872188,8131811.98707763
BTCUSDT,1h,2026-01-05T08:00:00+00:00,59699.96241016,60003.85842074,59639.30059919,59967.09917668,395.43786769,2026-01-05T08:59:59+00:00,23660443.83337573,3027.0,226.41675747,13547314.03039242
BTCUSDT,1h,2026-01-05T09:00:00+00:00,59967.09917668,59987.33827134,59863.10695336,59956.280113,409.45057086,2026-01-05T09:59:59+00:00,24551348.05495507,6414.0,200.291623,12009824.13677599
BTCUSDT,1h,2026-01-05T10:00:00+00:00,,60693.56461142,59938.71077008,60626.32225756,389.82158156,2026-01-05T10:59:59+00:00,23502850.38262193,7156.0,225.76099938,13611424.40953787
BTCUSDT,1h,2026-01-05T11:00:00+00:00,60626.32225756,60900.73108363,60599.35878783,60741.40694478,530.3292975,2026-01-05T11:59:59+00:00,32182431.28367689,5001.0,310.4364504,18838483.52318636
BTCUSDT,1h,2026-01-05T12:00:00+00:00,60741.40694478,61282.83149853,60650.9799108,61069.19386903,392.18456884,2026-01-05T12:59:59+00:00,23886118.98018932,5627.0,197.84657362,12049905.00060202
BTCUSDT,1h,2026-01-05T13:00:00+00:00,61069.19386903,61324.1988647,60804.28168644,61203.46902353,377.00975284,2026-01-05T13:59:59+00:00,23048993.20839878,3010.0,208.47135424,12745173.80962703
BTCUSDT,1h,2026-01-05T14:00:00+00:00,61203.46902353,61244.53703285,60549.38221453,60755.04829335,460.84397395,2026-01-05T14:59:59+00:00,28101923.88840637,5343.0,243.83307902,14868760.39476795
BTCUSDT,1h,2026-01-05T15:00:00+00:00,60755.04829335,61590.64472473,60695.05678007,61569.28101573,406.2849177,2026-01-05T15:59:59+00:00,24849265.03318617,6991.0,219.27862644,13411555.45542263
BTCUSDT,1h,2026-01-05T16:00:00+00:00,61569.28101573,61707.30605815,61408.3548559,61676.78883546,383.47794999,2026-01-05T16:59:59+00:00,23631075.1053815,4240.0,199.48990012,12293173.08270499
BTCUSDT,1h,2026-01-05T17:00:00+00:00,61676.78883546,61951.60103307,61669.92462757,61847.03712346,108.15417054,2026-01-05T17:59:59+00:00,6679808.46925714,5864.0,57.20437694,3533051.75068124
BTCUSDT,1h,2026-01-05T18:00:00+00:00,61847.03712346,62255.20093823,61838.13248797,62161.01345086,500.09213106,2026-01-05T18:59:59+00:00,31007725.14010468,7119.0,230.78229939,14309431.52739209
BTCUSDT,1h,2026-01-05T19:00:00+00:00,62161.01345086,62305.66869241,61998.44930217,62018.3306553,349.82710288,2026-01-05T19:59:59+00:00,21720650.09332605,3700.0,157.92987393,9805814.08000806
BTCUSDT,1h,2026-01-05T20:00:00+00:00,62018.3306553,62263.53432456,61593.1407091,61597.85715277,440.16668516,2026-01-05T20:59:59+00:00,27205863.80964951,4231.0,236.15529691,14596308.76742195
BTCUSDT,1h,2026-01-05T21:00:00+00:00,61597.85715277,61997.251015,61389.43623918,61926.36353345,398.3370917,2026-01-05T21:59:59+00:00,,3343.0,175.68407171,10850619.02217611
BTCUSDT,1h,2026-01-05T22:00:00+00:00,61926.36353345,62262.03459293,61888.15801528,62241.77896732,327.96681259,2026-01-05T22:59:59+00:00,20361514.96040222,5422.0,150.53236242,9345661.91378568
BTCUSDT,1h,2026-01-05T23:00:00+00:00,62241.77896732,63003.46883437,62198.44393289,62863.00198836,441.66464238,2026-01-05T23:59:59+00:00,27627179.1705915,5919.0,213.50325704,13355139.10238292
BTCUSDT,1h,2026-01-06T00:00:00+00:00,62863.00198836,63127.09525156,62320.79849942,62396.42398949,505.66927193,2026-01-06T00:59:59+00:00,31669921.36824218,5873.0,216.61972303,13566831.08116056
BTCUSDT,1h,2026-01-06T01:00:00+00:00,62396.42398949,63423.5264056,62382.35992971,63381.22923148,203.09894495,2026-01-06T01:59:59+00:00,12772654.33356321,6858.0,117.13055889,7366203.40856948
BTCUSDT,1h,2026-01-06T02:00:00+00:00,63381.22923148,63817.88851931,63135.71838046,63238.47026923,362.63969724,2026-01-06T02:59:59+00:00,22958664.74604541,6293.0,199.18409239,12610314.96165674
BTCUSDT,1h,2026-01-06T03:00:00+00:00,63238.47026923,64241.35198978,63201.26567212,64055.81918511,322.55923248,2026-01-06T03:59:59+00:00,20529974.15245055,5935.0,150.42211052,9573937.83871792
BTCUSDT,1h,2026-01-06T04:00:00+00:00,64055.81918511,64078.47007438,64033.62103399,64069.97731778,520.23452972,2026-01-06T04:59:59+00:00,33327731.74460859,5691.0,308.42324838,19758487.17960656
BTCUSDT,1h,2026-01-06T05:00:00+00:00,64069.97731778,64101.80483038,63899.51018639,64015.47365484,507.16676298,2026-01-06T05:59:59+00:00,32480341.77756308,2657.0,246.73149097,15801357.14513843
BTCUSDT,1h,2026-01-06T06:00:00+00:00,64015.47365484,64474.29601858,63815.18721563,64429.84272756,605.42593017,2026-01-06T06:59:59+00:00,38882062.57345714,5466.0,350.78298053,22528215.45816771
BTCUSDT,1h,2026-01-06T07:00:00+00:00,64429.84272756,64905.30578154,64404.77594621,64774.45853011,487.38878095,2026-01-06T07:59:59+00:00,31486363.44146922,2789.0,198.91793286,12850526.26144467
BTCUSDT,1h,2026-01-06T08:00:00+00:00,unknown,64920.98341977,64686.92848414,64910.84386706,362.8079206,2026-01-06T08:59:59+00:00,23525427.44764772,4948.0,169.72659069,11005522.11905875
BTCUSDT,1h,2026-01-06T09:00:00+00:00,64910.84386706,64956.47267859,63758.64562593,64077.79968832,337.39899814,2026-01-06T09:59:59+00:00,21760319.55357189,4267.0,183.31803583,11822972.39059977
BTCUSDT,1h,2026-01-06T10:00:00+00:00,64077.79968832,64171.86689958,63737.87896127,63952.54410598,413.12029832,2026-01-06T10:59:59+00:00,26445966.91119423,6717.0,243.18327538,15567419.17611482
